Emotion,Text
surprise,""" No , "" I said , trying to sound convincing but daunted by the simple bewilderment in his face . "
fear,They simply could not understand why people in England were so worried .
sad,But the behaviour of Reverend Prentice has only added to his anguish .
sad,"As Joe and Biddy became a little more cheerful , discussing my possible plans for the future , I became more miserable . "
happy,"He was a professional musician now , still sensitive and happy doing something he loved . "
surprise,It was Blackberry who bullied the stupefied Pipkin to his feet and forced him to limp the few yards to the gravel spit .
anger,"In fact , now you come to mention it , I 'm a little bit peeved with her . "
disgust,"` God , what an accursed night ! "" mumbled Mr Beckenham , and , sipping his liquor , he looked over the makeshift meal with revulsion . "
surprise,"But there was some astonishment at the size and timing of the exceptional write-offs , which will result in 9,000 job losses from a worldwide total of 128,600 . "
sad,Now she was mad with grief .
anger,The infuriated Milan Cardinal told the city governor that both the Chief of Police and the governor would be excommunicated if Landriani was not immediately released back to the convent .
happy,George drove past and felt a terrible anger replace his elation .
sad,"John had been moved to Norfolk and promoted to Corporal and he wrote to Anne nearly every day , loving letters which helped to make her grief for her mother more bearable . "
disgust,"I am sickened to now learn that the Government has acquiesced to the other EC leaders on this issue at the Edinburgh Summit and that , for the sake of subsidiarity , this directive has been dropped . "
shame,"I 'm not ashamed to speak the truth . "" "
disgust,"What a visiting Londoner sees as the soaring grandeur of New York , a fed-up New Yorker sees as sunlight deprivation . "
sad,"She missed him , and missed the companionable secrecy of their relationship , but she was not miserable about it . "
sad,They suffered the heartbreak of losing three children through premature births .
fear,France expressed horror at the assassination and appealed for unity to assure peace in the country it once ruled .
disgust,Now fed-up councillors are planning to meet officials from the Re-Roof Housing Association .
sad,Both were crestfallen after Stevie 's erratic performance on the 17th .
shame,"The reason why we are embarrassed to admit this is that we have lived in an age when the self-sufficiency , the autonomy of poems has been elevated into dogma . "
anger,"A gang of local ruffians was passing by and , when they saw what was happening , became infuriated against Richard Baxter . "
disgust,FACTORY workers fed-up with secretary Carolyn Bullock 's dodgy parking hoisted her car on to the firm 's roof with a crane .
fear,D.H. And no criticism of the drugs or medical regime because they 're too frightened .
shame,"Her meagre shilling donation was an embarrassment in this wealthy company , but she refused to think of it . "
anger,"` He 's livid about Opal . "" "
anger,Her mother would be cross and he would feel stupid .
surprise,It was a measure of Arnold 's astonishment that he used the dialect expression of concern .
shame,"He was n't ashamed to put that money into his business , it 's what she wanted and he wanted . "
disgust,"She felt sickened and saddened beyond words and , for the first time , she wished that this thing had not happened to her . "
sad,My anguish must have shown in my face and in my voice .
anger,"Believing that he had no ` right "" to be angry over this mishap , Matthew retreated to his bedroom , took out a penknife and cut a painful slit in his own hand . "
fear,Floyd Patterson has expressed dismay over the current treatment .
sad,"Behind her she heard Emilia say , ` I think the child will be quite desolate to see me go . "
anger,In me battled a flood of relief at being reprieved and anger at such vile deception .
anger,"The British , however , remained suspicious of American motives , and resentful of their advice . "
sad,"Depression flattens the voice almost to monotony ; movement is slowed , and a dejected facial expression is characteristic of many people when they are in a low mood . "
fear,"On the Left there was some dismay that the reforms were not more dramatic , and especially that wealth was not redistributed more equally . "
sad,"He had understood James 's despair at the enormity of the ruin , but not what the loss of Edward was already meaning . "
anger,"They played throughout the second half in peeved mood , allowing Blackburn to assume the dictating role with Gordon Cowans prompting from midfield and Speedie in predatory form up front . "
happy,I would n't say she gives me an ecstatic welcome .
sad,"Despite the sadness of the occasion , many gave way to hysterical giggling as they gradually realized that every compartment contained mourners or corpses . "
sad,"As he nodded she went on , ` I 'd had a bit of a knock in -- in a relationship with a man in London , and I was very miserable over Elise 's death . "
shame,"` When Liz came back there was raucous laughter and she felt humiliated . "" "
happy,He felt suddenly happy at being alive .
fear,"Startled , and by now more than a little frightened , Patrick headed for Foyles , hoping to lose his followers in the bookshop 's maze of nooks and corners . "
fear,"Bob Halton , not guilty enough , but confused by his mother 's spoiling and manipulative efforts to keep him for herself , is petrified of being taken over completely . "
